counter,product_name,price,url,star,rating,reviews
98,MSI Prestige 15 Core i7 10th Gen - (16 GB/512 GB SSD/Windows 10 Home/4 GB Graphics) Prestige 15 A10SC-...,"₹1,02,990",https://www.flipkart.com/msi-prestige-15-core-i7-10th-gen-16-gb-512-gb-ssd-windows-10-home-4-graphics-a10sc-239in-thin-light-laptop/p/itm070ca9f1628ef?pid=COMFMJDVKEMKN4HE&lid=LSTCOMFMJDVKEMKN4HELPHXUF&marketplace=FLIPKART&srno=s_5_98&otracker=searchhttps%3A%2F%2Fwww.flipkart.com%2Fsearch%3Fq%3Dlaptop&otracker1=search&fm=organic&iid=bf929af5-39d3-4fd2-b75b-7a39964f3304.COMFMJDVKEMKN4HE.SEARCH&ssid=uknxla3o680000001612686393287&qH=c06ea84a1e3dc3c6,4.6,83 Ratings , 16 Reviews
99,Lenovo Ideapad Gaming 3 Ryzen 5 Hexa Core 4600H - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDI...,"₹65,990",https://www.flipkart.com/lenovo-ideapad-gaming-3-ryzen-5-hexa-core-4600h-8-gb-512-gb-ssd-windows-10-home-4-graphics-nvidia-geforce-gtx-1650-ti-60-hz-15arh05-laptop/p/itmb98a6796e5760?pid=COMFYFGHY9ZSQPD4&lid=LSTCOMFYFGHY9ZSQPD4C1DG4N&marketplace=FLIPKART&srno=s_5_99&otracker=searchhttps%3A%2F%2Fwww.flipkart.com%2Fsearch%3Fq%3Dlaptop&otracker1=search&fm=organic&iid=bf929af5-39d3-4fd2-b75b-7a39964f3304.COMFYFGHY9ZSQPD4.SEARCH&ssid=uknxla3o680000001612686393287&qH=c06ea84a1e3dc3c6,4,12 Ratings , 5 Reviews
100,Asus ROG Strix G15 Core i5 10th Gen - (8 GB/1 TB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce GTX ...,"₹78,990",https://www.flipkart.com/asus-rog-strix-g15-core-i5-10th-gen-8-gb-1-tb-ssd-windows-10-home-4-gb-graphics-nvidia-geforce-gtx-1650-ti-144-hz-g512li-hn059t-gaming-laptop/p/itm1b324e8466717?pid=COMFTYWYMVH2FRFF&lid=LSTCOMFTYWYMVH2FRFFENCX75&marketplace=FLIPKART&srno=s_5_100&otracker=searchhttps%3A%2F%2Fwww.flipkart.com%2Fsearch%3Fq%3Dlaptop&otracker1=search&fm=organic&iid=bf929af5-39d3-4fd2-b75b-7a39964f3304.COMFTYWYMVH2FRFF.SEARCH&ssid=uknxla3o680000001612686393287&qH=c06ea84a1e3dc3c6,4.6,295 Ratings , 52 Reviews
101,Lenovo Ideapad S145 Ryzen 5 Quad Core 3500U - (8 GB/512 GB SSD/Windows 10 Home) S145-15API Laptop,"₹44,241",https://www.flipkart.com/lenovo-ideapad-s145-ryzen-5-quad-core-3500u-8-gb-512-gb-ssd-windows-10-home-s145-15api-laptop/p/itme616918913c55?pid=COMFUGF8E4H46J78&lid=LSTCOMFUGF8E4H46J78M09WPO&marketplace=FLIPKART&srno=s_5_101&otracker=searchhttps%3A%2F%2Fwww.flipkart.com%2Fsearch%3Fq%3Dlaptop&otracker1=search&fm=organic&iid=bf929af5-39d3-4fd2-b75b-7a39964f3304.COMFUGF8E4H46J78.SEARCH&ssid=uknxla3o680000001612686393287&qH=c06ea84a1e3dc3c6,4.2,781 Ratings , 131 Reviews
102,HP 14s Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) 14s-DR2006TU Thin and Light Laptop,"₹59,990",https://www.flipkart.com/hp-14s-core-i5-11th-gen-8-gb-512-gb-ssd-windows-10-home-14s-dr2006tu-thin-light-laptop/p/itmd73f3e7de3ca3?pid=COMFXCMYHZDFXQPG&lid=LSTCOMFXCMYHZDFXQPGIVQRX4&marketplace=FLIPKART&srno=s_5_102&otracker=searchhttps%3A%2F%2Fwww.flipkart.com%2Fsearch%3Fq%3Dlaptop&otracker1=search&fm=organic&iid=bf929af5-39d3-4fd2-b75b-7a39964f3304.COMFXCMYHZDFXQPG.SEARCH&ssid=uknxla3o680000001612686393287&qH=c06ea84a1e3dc3c6,4.3,129 Ratings , 20 Reviews
103,MSI GF63 Thin Core i5 9th Gen - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce GTX 1650...,"₹54,990",https://www.flipkart.com/msi-gf63-thin-core-i5-9th-gen-8-gb-512-gb-ssd-windows-10-home-4-graphics-nvidia-geforce-gtx-1650-max-q-9scxr-418in-gaming-laptop/p/itmcb2e95b1d9210?pid=COMFSFNWVD49FZ5F&lid=LSTCOMFSFNWVD49FZ5FY2W8TY&marketplace=FLIPKART&srno=s_5_103&otracker=searchhttps%3A%2F%2Fwww.flipkart.com%2Fsearch%3Fq%3Dlaptop&otracker1=search&fm=organic&iid=bf929af5-39d3-4fd2-b75b-7a39964f3304.COMFSFNWVD49FZ5F.SEARCH&ssid=uknxla3o680000001612686393287&qH=c06ea84a1e3dc3c6,4.5,"2,226 Ratings ", 335 Reviews
104,Asus ROG Strix G15 Core i7 10th Gen - (16 GB/512 GB SSD/Windows 10 Home/6 GB Graphics/NVIDIA GeForce G...,"₹99,990",https://www.flipkart.com/asus-rog-strix-g15-core-i7-10th-gen-16-gb-512-gb-ssd-windows-10-home-6-graphics-nvidia-geforce-gtx-1660-ti-144-hz-g512lu-al012t-gaming-laptop/p/itm7eac04fb87bcf?pid=COMFU3Z6BF3GNDRC&lid=LSTCOMFU3Z6BF3GNDRCQOVMMT&marketplace=FLIPKART&srno=s_5_104&otracker=searchhttps%3A%2F%2Fwww.flipkart.com%2Fsearch%3Fq%3Dlaptop&otracker1=search&fm=organic&iid=bf929af5-39d3-4fd2-b75b-7a39964f3304.COMFU3Z6BF3GNDRC.SEARCH&ssid=uknxla3o680000001612686393287&qH=c06ea84a1e3dc3c6,4.5,31 Ratings , 6 Reviews
105,Dell Vostro Core i3 10th Gen - (4 GB/1 TB HDD/Windows 10 Home) Vostro 3401 Thin and Light Laptop,"₹33,990",https://www.flipkart.com/dell-vostro-core-i3-10th-gen-4-gb-1-tb-hdd-windows-10-home-3401-thin-light-laptop/p/itm355b757c264ec?pid=COMFVM8ZYANZCSHW&lid=LSTCOMFVM8ZYANZCSHWDK1FIW&marketplace=FLIPKART&srno=s_5_105&otracker=searchhttps%3A%2F%2Fwww.flipkart.com%2Fsearch%3Fq%3Dlaptop&otracker1=search&fm=organic&iid=bf929af5-39d3-4fd2-b75b-7a39964f3304.COMFVM8ZYANZCSHW.SEARCH&ssid=uknxla3o680000001612686393287&qH=c06ea84a1e3dc3c6,3.7,"1,480 Ratings ", 227 Reviews
106,Mi Notebook Horizon Edition 14 Core i7 10th Gen - (8 GB/512 GB SSD/Windows 10 Home/2 GB Graphics) JYU4...,"₹59,999",https://www.flipkart.com/mi-notebook-horizon-14-core-i7-10th-gen-8-gb-512-gb-ssd-windows-10-home-2-graphics-jyu4246in-thin-light-laptop/p/itmd089c75cd439e?pid=COMFZEYHZAYXNTDY&lid=LSTCOMFZEYHZAYXNTDYPW5JGF&marketplace=FLIPKART&srno=s_5_106&otracker=searchhttps%3A%2F%2Fwww.flipkart.com%2Fsearch%3Fq%3Dlaptop&otracker1=search&fm=organic&iid=bf929af5-39d3-4fd2-b75b-7a39964f3304.COMFZEYHZAYXNTDY.SEARCH&ssid=uknxla3o680000001612686393287&qH=c06ea84a1e3dc3c6,,,
107,Mi Notebook 14 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home) JYU4243IN Thin and Light Laptop,"₹44,999",https://www.flipkart.com/mi-notebook-14-core-i5-10th-gen-8-gb-512-gb-ssd-windows-10-home-jyu4243in-thin-light-laptop/p/itm970105b392f49?pid=COMFW48WY8YY7HYB&lid=LSTCOMFW48WY8YY7HYBOBWOYU&marketplace=FLIPKART&srno=s_5_107&otracker=searchhttps%3A%2F%2Fwww.flipkart.com%2Fsearch%3Fq%3Dlaptop&otracker1=search&fm=organic&iid=bf929af5-39d3-4fd2-b75b-7a39964f3304.COMFW48WY8YY7HYB.SEARCH&ssid=uknxla3o680000001612686393287&qH=c06ea84a1e3dc3c6,4.3,"1,548 Ratings ", 185 Reviews
108,Apple MacBook Air Core i5 10th Gen - (8 GB/512 GB SSD/Mac OS Catalina) MVH42HN/A,"₹1,09,900",https://www.flipkart.com/apple-macbook-air-core-i5-10th-gen-8-gb-512-gb-ssd-mac-os-catalina-mvh42hn-a/p/itmc450a1c6ed579?pid=COMFQXEG9HWUDKVA&lid=LSTCOMFQXEG9HWUDKVA3NNAOM&marketplace=FLIPKART&srno=s_5_108&otracker=searchhttps%3A%2F%2Fwww.flipkart.com%2Fsearch%3Fq%3Dlaptop&otracker1=search&fm=organic&iid=bf929af5-39d3-4fd2-b75b-7a39964f3304.COMFQXEG9HWUDKVA.SEARCH&ssid=uknxla3o680000001612686393287&qH=c06ea84a1e3dc3c6,4.5,247 Ratings , 18 Reviews
109,Dell Inspiron Core i3 10th Gen - (4 GB/1 TB HDD/256 GB SSD/Windows 10 Home) Inspiron 5491 2 in 1 Lapto...,"₹55,990",https://www.flipkart.com/dell-inspiron-core-i3-10th-gen-4-gb-1-tb-hdd-256-gb-ssd-windows-10-home-5491-2-1-laptop/p/itm629c8d754c646?pid=COMFT2ZVUVG5UNYE&lid=LSTCOMFT2ZVUVG5UNYEJHAADX&marketplace=FLIPKART&srno=s_5_109&otracker=searchhttps%3A%2F%2Fwww.flipkart.com%2Fsearch%3Fq%3Dlaptop&otracker1=search&fm=organic&iid=bf929af5-39d3-4fd2-b75b-7a39964f3304.COMFT2ZVUVG5UNYE.SEARCH&ssid=uknxla3o680000001612686393287&qH=c06ea84a1e3dc3c6,4.4,101 Ratings , 12 Reviews
110,HP Pavilion x360 Core i7 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) 14-dw1040TU 2 in 1 Laptop,"₹79,990",https://www.flipkart.com/hp-pavilion-x360-core-i7-11th-gen-8-gb-512-gb-ssd-windows-10-home-14-dw1040tu-2-1-laptop/p/itm951d16a8deeae?pid=COMFYTVH4SYHMDHG&lid=LSTCOMFYTVH4SYHMDHGQDJZL1&marketplace=FLIPKART&srno=s_5_110&otracker=searchhttps%3A%2F%2Fwww.flipkart.com%2Fsearch%3Fq%3Dlaptop&otracker1=search&fm=organic&iid=bf929af5-39d3-4fd2-b75b-7a39964f3304.COMFYTVH4SYHMDHG.SEARCH&ssid=uknxla3o680000001612686393287&qH=c06ea84a1e3dc3c6,3.5,4 Ratings , 0 Reviews
111,HP Spectre x360 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home) 13-aw0204TU 2 in 1 Laptop,"₹99,990",https://www.flipkart.com/hp-spectre-x360-core-i5-10th-gen-8-gb-512-gb-ssd-windows-10-home-13-aw0204tu-2-1-laptop/p/itm147fea2a9c07b?pid=COMFMHWEYMWHZJSW&lid=LSTCOMFMHWEYMWHZJSWGXWRDV&marketplace=FLIPKART&srno=s_5_111&otracker=searchhttps%3A%2F%2Fwww.flipkart.com%2Fsearch%3Fq%3Dlaptop&otracker1=search&fm=organic&iid=bf929af5-39d3-4fd2-b75b-7a39964f3304.COMFMHWEYMWHZJSW.SEARCH&ssid=uknxla3o680000001612686393287&qH=c06ea84a1e3dc3c6,4.4,117 Ratings , 18 Reviews
112,HP 15s Core i5 10th Gen - (8 GB/1 TB HDD/Windows 10 Home) 15s-DU1034TU Thin and Light Laptop,"₹50,990",https://www.flipkart.com/hp-15s-core-i5-10th-gen-8-gb-1-tb-hdd-windows-10-home-15s-du1034tu-thin-light-laptop/p/itm29feaaca46e49?pid=COMFQN65HQXFZTYH&lid=LSTCOMFQN65HQXFZTYHFWNNWH&marketplace=FLIPKART&srno=s_5_112&otracker=searchhttps%3A%2F%2Fwww.flipkart.com%2Fsearch%3Fq%3Dlaptop&otracker1=search&fm=organic&iid=bf929af5-39d3-4fd2-b75b-7a39964f3304.COMFQN65HQXFZTYH.SEARCH&ssid=uknxla3o680000001612686393287&qH=c06ea84a1e3dc3c6,4.2,"1,486 Ratings ", 143 Reviews
113,Dell Inspiron Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home) Ins 5408 Thin and Light Laptop,"₹61,990",https://www.flipkart.com/dell-inspiron-core-i5-10th-gen-8-gb-512-gb-ssd-windows-10-home-ins-5408-thin-light-laptop/p/itmc78f94d1da92c?pid=COMFUZ3JZ6VQZN9Y&lid=LSTCOMFUZ3JZ6VQZN9YYWYNOT&marketplace=FLIPKART&srno=s_5_113&otracker=searchhttps%3A%2F%2Fwww.flipkart.com%2Fsearch%3Fq%3Dlaptop&otracker1=search&fm=organic&iid=bf929af5-39d3-4fd2-b75b-7a39964f3304.COMFUZ3JZ6VQZN9Y.SEARCH&ssid=uknxla3o680000001612686393287&qH=c06ea84a1e3dc3c6,4.3,171 Ratings , 27 Reviews
114,Dell Inspiron 15 Core i3 10th Gen - (4 GB/1 TB HDD/Windows 10 Home) Inspiron 3593 Laptop,"₹40,790",https://www.flipkart.com/dell-inspiron-15-core-i3-10th-gen-4-gb-1-tb-hdd-windows-10-home-3593-laptop/p/itm6ae90804d9767?pid=COMFVW9TAZWA7UXN&lid=LSTCOMFVW9TAZWA7UXNF9HYG9&marketplace=FLIPKART&srno=s_5_114&otracker=searchhttps%3A%2F%2Fwww.flipkart.com%2Fsearch%3Fq%3Dlaptop&otracker1=search&fm=organic&iid=bf929af5-39d3-4fd2-b75b-7a39964f3304.COMFVW9TAZWA7UXN.SEARCH&ssid=uknxla3o680000001612686393287&qH=c06ea84a1e3dc3c6,4.3,20 Ratings , 3 Reviews
115,MSI GP65 Leopard Core i7 10th Gen - (32 GB/1 TB HDD/512 GB SSD/Windows 10 Home/8 GB Graphics/NVIDIA Ge...,"₹1,39,990",https://www.flipkart.com/msi-gp65-leopard-core-i7-10th-gen-32-gb-1-tb-hdd-512-gb-ssd-windows-10-home-8-graphics-nvidia-geforce-rtx-2070-10sfk-037in-gaming-laptop/p/itm4e438ea8675fb?pid=COMFP64FRGFHTGSZ&lid=LSTCOMFP64FRGFHTGSZNJTSH6&marketplace=FLIPKART&srno=s_5_115&otracker=searchhttps%3A%2F%2Fwww.flipkart.com%2Fsearch%3Fq%3Dlaptop&otracker1=search&fm=organic&iid=bf929af5-39d3-4fd2-b75b-7a39964f3304.COMFP64FRGFHTGSZ.SEARCH&ssid=uknxla3o680000001612686393287&qH=c06ea84a1e3dc3c6,4.4,156 Ratings , 30 Reviews
116,Lenovo Legion 5 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce GTX 1...,"₹71,990",https://www.flipkart.com/lenovo-legion-5-core-i5-10th-gen-8-gb-512-gb-ssd-windows-10-home-4-graphics-nvidia-geforce-gtx-1650-120-hz-15imh05-gaming-laptop/p/itm00cb08a989b42?pid=COMFXZZM7ZAR9F3R&lid=LSTCOMFXZZM7ZAR9F3RHOOY3P&marketplace=FLIPKART&srno=s_5_116&otracker=searchhttps%3A%2F%2Fwww.flipkart.com%2Fsearch%3Fq%3Dlaptop&otracker1=search&fm=organic&iid=bf929af5-39d3-4fd2-b75b-7a39964f3304.COMFXZZM7ZAR9F3R.SEARCH&ssid=uknxla3o680000001612686393287&qH=c06ea84a1e3dc3c6,5,5 Ratings , 1 Reviews
117,Avita Pura Ryzen 5 Quad Core 3500U - (8 GB/512 GB SSD/Windows 10 Home in S Mode) NS14A6INV561-SHGYB Th...,"₹32,990",https://www.flipkart.com/avita-pura-ryzen-5-quad-core-3500u-8-gb-512-gb-ssd-windows-10-home-s-mode-ns14a6inv561-shgyb-thin-light-laptop/p/itm37e74a4ab1033?pid=COMFQGZE6TFHPW4Z&lid=LSTCOMFQGZE6TFHPW4ZEPWFLN&marketplace=FLIPKART&srno=s_5_117&otracker=searchhttps%3A%2F%2Fwww.flipkart.com%2Fsearch%3Fq%3Dlaptop&otracker1=search&fm=organic&iid=bf929af5-39d3-4fd2-b75b-7a39964f3304.COMFQGZE6TFHPW4Z.SEARCH&ssid=uknxla3o680000001612686393287&qH=c06ea84a1e3dc3c6,4.2,"5,336 Ratings "," 1,029 Reviews"
118,Dell Inspiron 3501 Core i5 11th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home/2 GB Graphics) Inspiro...,"₹66,990",https://www.flipkart.com/dell-inspiron-3501-core-i5-11th-gen-8-gb-1-tb-hdd-256-gb-ssd-windows-10-home-2-graphics-laptop/p/itm17bd99aa11595?pid=COMFY8QXHP5PJ2MF&lid=LSTCOMFY8QXHP5PJ2MF8GRYHQ&marketplace=FLIPKART&srno=s_5_118&otracker=searchhttps%3A%2F%2Fwww.flipkart.com%2Fsearch%3Fq%3Dlaptop&otracker1=search&fm=organic&iid=bf929af5-39d3-4fd2-b75b-7a39964f3304.COMFY8QXHP5PJ2MF.SEARCH&ssid=uknxla3o680000001612686393287&qH=c06ea84a1e3dc3c6,,,
119,HP 15s Ryzen 3 Dual Core 3250U - (4 GB/1 TB HDD/Windows 10 Home) 15s-GR0006AU Thin and Light Laptop,"₹31,590",https://www.flipkart.com/hp-15s-ryzen-3-dual-core-3250u-4-gb-1-tb-hdd-windows-10-home-15s-gr0006au-thin-light-laptop/p/itmdbb2d234797b6?pid=COMFZHZFZFFBJBHH&lid=LSTCOMFZHZFZFFBJBHHGSDLPV&marketplace=FLIPKART&srno=s_5_119&otracker=searchhttps%3A%2F%2Fwww.flipkart.com%2Fsearch%3Fq%3Dlaptop&otracker1=search&fm=organic&iid=bf929af5-39d3-4fd2-b75b-7a39964f3304.COMFZHZFZFFBJBHH.SEARCH&ssid=uknxla3o680000001612686393287&qH=c06ea84a1e3dc3c6,,,
120,Asus VivoBook S S13 Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) S333EA-EG501TS Thin and Light...,"₹59,990",https://www.flipkart.com/asus-vivobook-s-s13-core-i5-11th-gen-8-gb-512-gb-ssd-windows-10-home-s333ea-eg501ts-thin-light-laptop/p/itmdf99ee7416404?pid=COMFZ4NNP9UKFPHY&lid=LSTCOMFZ4NNP9UKFPHYAIR2HL&marketplace=FLIPKART&srno=s_5_120&otracker=searchhttps%3A%2F%2Fwww.flipkart.com%2Fsearch%3Fq%3Dlaptop&otracker1=search&fm=organic&iid=bf929af5-39d3-4fd2-b75b-7a39964f3304.COMFZ4NNP9UKFPHY.SEARCH&ssid=uknxla3o680000001612686393287&qH=c06ea84a1e3dc3c6,,,
121,Asus ROG Strix G15 Core i7 10th Gen - (16 GB/1 TB SSD/Windows 10 Home/6 GB Graphics/NVIDIA GeForce GTX...,"₹1,02,990",https://www.flipkart.com/asus-rog-strix-g15-core-i7-10th-gen-16-gb-1-tb-ssd-windows-10-home-6-gb-graphics-nvidia-geforce-gtx-1660-ti-144-hz-g512lu-al011t-gaming-laptop/p/itm8dd41e82bd25f?pid=COMFU3Z6FASJ3JXV&lid=LSTCOMFU3Z6FASJ3JXVKO4WVV&marketplace=FLIPKART&srno=s_6_121&otracker=searchhttps%3A%2F%2Fwww.flipkart.com%2Fsearch%3Fq%3Dlaptop&otracker1=search&fm=organic&iid=6d9dcc6a-b74d-4f93-bd6c-b6a84fe9678b.COMFU3Z6FASJ3JXV.SEARCH&ssid=sng8waqj1c0000001612686395033&qH=c06ea84a1e3dc3c6,4.3,56 Ratings , 3 Reviews
122,Lenovo Yoga 7 Core i7 11th Gen - (16 GB/512 GB SSD/Windows 10 Home) 14ITL5 2 in 1 Laptop,"₹97,990",https://www.flipkart.com/lenovo-yoga-7-core-i7-11th-gen-16-gb-512-gb-ssd-windows-10-home-14itl5-2-1-laptop/p/itmc610b5c4b3987?pid=COMFXV7SFNVVRZEF&lid=LSTCOMFXV7SFNVVRZEFO9E50F&marketplace=FLIPKART&srno=s_6_122&otracker=searchhttps%3A%2F%2Fwww.flipkart.com%2Fsearch%3Fq%3Dlaptop&otracker1=search&fm=organic&iid=6d9dcc6a-b74d-4f93-bd6c-b6a84fe9678b.COMFXV7SFNVVRZEF.SEARCH&ssid=sng8waqj1c0000001612686395033&qH=c06ea84a1e3dc3c6,,,
123,Lenovo Ideapad Flex 5 Core i3 10th Gen - (4 GB/256 GB SSD/Windows 10 Home) 14IIL05 2 in 1 Laptop,"₹48,990",https://www.flipkart.com/lenovo-ideapad-flex-5-core-i3-10th-gen-4-gb-256-gb-ssd-windows-10-home-14iil05-2-1-laptop/p/itmfcb042bd73f74?pid=COMFTPG2XNWA4WUF&lid=LSTCOMFTPG2XNWA4WUFSH08SR&marketplace=FLIPKART&srno=s_6_123&otracker=searchhttps%3A%2F%2Fwww.flipkart.com%2Fsearch%3Fq%3Dlaptop&otracker1=search&fm=organic&iid=6d9dcc6a-b74d-4f93-bd6c-b6a84fe9678b.COMFTPG2XNWA4WUF.SEARCH&ssid=sng8waqj1c0000001612686395033&qH=c06ea84a1e3dc3c6,4.4,269 Ratings , 22 Reviews
124,HP 15s Ryzen 3 Dual Core 3250U - (4 GB/1 TB HDD/Windows 10 Home) 15s-GR0006AU Thin and Light Laptop,"₹31,590",https://www.flipkart.com/hp-15s-ryzen-3-dual-core-3250u-4-gb-1-tb-hdd-windows-10-home-15s-gr0006au-thin-light-laptop/p/itmdbb2d234797b6?pid=COMFZHZFZFFBJBHH&lid=LSTCOMFZHZFZFFBJBHHGSDLPV&marketplace=FLIPKART&srno=s_6_124&otracker=searchhttps%3A%2F%2Fwww.flipkart.com%2Fsearch%3Fq%3Dlaptop&otracker1=search&fm=organic&iid=6d9dcc6a-b74d-4f93-bd6c-b6a84fe9678b.COMFZHZFZFFBJBHH.SEARCH&ssid=sng8waqj1c0000001612686395033&qH=c06ea84a1e3dc3c6,,,
125,Dell Inspiron 5000 Core i3 10th Gen - (4 GB/512 GB SSD/Windows 10 Home) 5491 2 in 1 Laptop,"₹55,990",https://www.flipkart.com/dell-inspiron-5000-core-i3-10th-gen-4-gb-512-gb-ssd-windows-10-home-5491-2-1-laptop/p/itm3d8004cc52ba3?pid=COMFZFVXCJEJYDZW&lid=LSTCOMFZFVXCJEJYDZWO0Z52K&marketplace=FLIPKART&srno=s_6_125&otracker=searchhttps%3A%2F%2Fwww.flipkart.com%2Fsearch%3Fq%3Dlaptop&otracker1=search&fm=organic&iid=6d9dcc6a-b74d-4f93-bd6c-b6a84fe9678b.COMFZFVXCJEJYDZW.SEARCH&ssid=sng8waqj1c0000001612686395033&qH=c06ea84a1e3dc3c6,3.6,18 Ratings , 0 Reviews
126,MSI GF63 Thin Core i7 9th Gen - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce GTX 1650...,"₹64,990",https://www.flipkart.com/msi-gf63-thin-core-i7-9th-gen-8-gb-512-gb-ssd-windows-10-home-4-graphics-nvidia-geforce-gtx-1650-max-q-9scxr-417in-gaming-laptop/p/itm51df84511fc28?pid=COMFSFNWVGZ8QDWH&lid=LSTCOMFSFNWVGZ8QDWHCGY9SI&marketplace=FLIPKART&srno=s_6_126&otracker=searchhttps%3A%2F%2Fwww.flipkart.com%2Fsearch%3Fq%3Dlaptop&otracker1=search&fm=organic&iid=6d9dcc6a-b74d-4f93-bd6c-b6a84fe9678b.COMFSFNWVGZ8QDWH.SEARCH&ssid=sng8waqj1c0000001612686395033&qH=c06ea84a1e3dc3c6,4.5,966 Ratings , 138 Reviews
127,HP Pavilion x360 Core i5 8th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home/2 GB Graphics) 14-dh0043T...,"₹74,990",https://www.flipkart.com/hp-pavilion-x360-core-i5-8th-gen-8-gb-1-tb-hdd-256-gb-ssd-windows-10-home-2-graphics-14-dh0043tx-2-1-laptop/p/itmfh3x8turbrxub?pid=COMFFEVZJCZB42PH&lid=LSTCOMFFEVZJCZB42PHTGPTUE&marketplace=FLIPKART&srno=s_6_127&otracker=searchhttps%3A%2F%2Fwww.flipkart.com%2Fsearch%3Fq%3Dlaptop&otracker1=search&fm=organic&iid=6d9dcc6a-b74d-4f93-bd6c-b6a84fe9678b.COMFFEVZJCZB42PH.SEARCH&ssid=sng8waqj1c0000001612686395033&qH=c06ea84a1e3dc3c6,4.4,9 Ratings , 2 Reviews
128,Lenovo Ideapad Slim APU Dual Core A4 A4-9120E - (4 GB/64 GB EMMC Storage/Windows 10 Home) 1-14AST-05 T...,"₹18,990",https://www.flipkart.com/lenovo-ideapad-slim-apu-dual-core-a4-a4-9120e-4-gb-64-gb-emmc-storage-windows-10-home-1-14ast-05-thin-light-laptop/p/itm732d1ee740572?pid=COMFQQHEZZNZ6HNM&lid=LSTCOMFQQHEZZNZ6HNMQFEWZD&marketplace=FLIPKART&srno=s_6_128&otracker=searchhttps%3A%2F%2Fwww.flipkart.com%2Fsearch%3Fq%3Dlaptop&otracker1=search&fm=organic&iid=6d9dcc6a-b74d-4f93-bd6c-b6a84fe9678b.COMFQQHEZZNZ6HNM.SEARCH&ssid=sng8waqj1c0000001612686395033&qH=c06ea84a1e3dc3c6,3.6,"1,362 Ratings ", 191 Reviews
129,Asus Core i5 8th Gen - (8 GB/512 GB SSD/Windows 10 Home) X412FA-EK296T Thin and Light Laptop,"₹58,990",https://www.flipkart.com/asus-core-i5-8th-gen-8-gb-512-gb-ssd-windows-10-home-x412fa-ek296t-thin-light-laptop/p/itm6980192c81cb9?pid=COMFVW9TT7UQYTYV&lid=LSTCOMFVW9TT7UQYTYVTAFVC7&marketplace=FLIPKART&srno=s_6_129&otracker=searchhttps%3A%2F%2Fwww.flipkart.com%2Fsearch%3Fq%3Dlaptop&otracker1=search&fm=organic&iid=6d9dcc6a-b74d-4f93-bd6c-b6a84fe9678b.COMFVW9TT7UQYTYV.SEARCH&ssid=sng8waqj1c0000001612686395033&qH=c06ea84a1e3dc3c6,4.3,3 Ratings , 2 Reviews
130,Acer Swift 3 Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) SF313-53-532J Thin and Light Laptop,"₹64,990",https://www.flipkart.com/acer-swift-3-core-i5-11th-gen-8-gb-512-gb-ssd-windows-10-home-sf313-53-532j-thin-light-laptop/p/itm360004a8298f6?pid=COMFWXXFXK3SFFC3&lid=LSTCOMFWXXFXK3SFFC3HKGG7D&marketplace=FLIPKART&srno=s_6_130&otracker=searchhttps%3A%2F%2Fwww.flipkart.com%2Fsearch%3Fq%3Dlaptop&otracker1=search&fm=organic&iid=6d9dcc6a-b74d-4f93-bd6c-b6a84fe9678b.COMFWXXFXK3SFFC3.SEARCH&ssid=sng8waqj1c0000001612686395033&qH=c06ea84a1e3dc3c6,4.5,11 Ratings , 4 Reviews
131,Asus ROG Strix G15 Core i7 10th Gen - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce GT...,"₹80,990",https://www.flipkart.com/asus-rog-strix-g15-core-i7-10th-gen-8-gb-512-gb-ssd-windows-10-home-4-graphics-nvidia-geforce-gtx-1650-ti-144-hz-g512li-hn081t-gaming-laptop/p/itm9b6f9c5d8ab2a?pid=COMFT8GXRYKEZHZF&lid=LSTCOMFT8GXRYKEZHZFQPTAUU&marketplace=FLIPKART&srno=s_6_131&otracker=searchhttps%3A%2F%2Fwww.flipkart.com%2Fsearch%3Fq%3Dlaptop&otracker1=search&fm=organic&iid=6d9dcc6a-b74d-4f93-bd6c-b6a84fe9678b.COMFT8GXRYKEZHZF.SEARCH&ssid=sng8waqj1c0000001612686395033&qH=c06ea84a1e3dc3c6,4.6,204 Ratings , 28 Reviews
